                      (*)   mesure a 300k
                      (**)  isomere le plus stable
                      (***) enthalpie inconnue
87 88 h       h       h2                             5.00e-17  0.5      0.00   0 !
  -                   -
  -                   - cosmic-ray direct processes
  -                   -
jan11 c3h3+   electr  c3      h       h2             2.62E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 c3h3+   electr  c3h     h       h              2.62E-08   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 c3h3+   electr  c2h     ch2                    2.59E-09   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 c3h3+   electr  c2      ch3                    2.59E-09   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 c3h3+   electr  c2h2    ch                     2.59E-09   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 c3h3+   electr  c2h2    c       h              2.59E-09   .00      .00   4 !   172   489 -  2005MCL (branching ratios of c-c3h3+ + e-, 2004ANG: 90% for C3Hx although c3h3+ produced is probably cyclic)
jan11 p-c3h4+ electr  c3h3    h                      2.57E-06  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 p-c3h4+ electr  c2h3    ch                     2.95E-08  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 p-c3h4+ electr  ch3     c2h                    2.95E-08  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 p-c3h4+ electr  c2h2    ch2                    1.77E-07  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 p-c3h4+ electr  c-c3h2  h       h              1.48E-07  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 a-c3h4+ electr  c3h3    h                      2.57E-06  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 a-c3h4+ electr  c2h3    ch                     2.95E-08  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 a-c3h4+ electr  ch3     c2h                    2.95E-08  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 a-c3h4+ electr  c2h2    ch2                    1.77E-07  -.67      .00   4 !    10  1000 -  2004GEPb
jan11 a-c3h4+ electr  c-c3h2  h       h              1.48E-07  -.67      .00   4 !    10  1000 -  2004GEPb
cha13 c3h+    electr  h       c3                     0.18E-06 -0.50     0.00   4 !
cha13 c3h+    electr  c       c2h                    0.11E-06 -0.50     0.00   4 !
cha13 c3h+    electr  c2      ch                     0.09E-07 -0.50     0.00   4 !
cha13 c3h2+   electr  h       h       c3             0.16E-06 -0.50     0.00   4 !
cha13 c3h2+   electr  c       c2h2                   0.16E-06 -0.50     0.00   4 !
cha13 c3h2+   electr  h       c3h                    0.29E-07 -0.50     0.00   4 !
cha13 c3h2+   electr  c2h     ch                     0.29E-07 -0.50     0.00   4 !
cha13 c3h2+   electr  c2      ch2                    0.21E-07 -0.50     0.00   4 !
cha13 c3h2+   electr  h2      c3                     0.17E-07 -0.50     0.00   4 !
jan11 c4h3+   electr  c4h     h2                     1.57E-07  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c4h2    h                      1.57E-07  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c4      h2      h              1.57E-07  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c3h3    c                      1.24E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c-c3h2  ch                     1.24E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c3h     ch2                    1.24E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c2h3    c2                     3.72E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c2h2    c2h                    3.72E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c4h3+   electr  c3      ch3                    3.72E-08  -.50      .00   4 !     0     0 -  2006FLO Ref 229 and 125
jan11 c3h5+   electr  c3h3    h2                     1.50E-07  -.50      .00   4 !    10   300 -  udfa06 Ref
cha13 c-c3h2+ electr  h       c-c3h                  1.41E-07 -0.50     0.00   4 !  En su chabot.chi no habian cambiado estas (Hola Javier !)
cha13 c-c3h2+ electr  c       c2h2                   1.12E-07 -0.50     0.00   4 !
cha13 c-c3h2+ electr  h2      c3                     7.49E-08 -0.50     0.00   4 !
cha13 c-c3h2+ electr  h       h       c3             5.41E-08 -0.50     0.00   4 !
cha13 c-c3h2+ electr  c2h     ch                     2.08E-08 -0.50     0.00   4 !
cha13 c-c3h2+ electr  c2      ch2                    1.25E-08 -0.50     0.00   4 !
jan11 c3h5+   electr  p-c3h4  h                      7.50E-08  -.50      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed 1/2 for P-C3H4)
jan11 c3h5+   electr  a-c3h4  h                      7.50E-08  -.50      .00   4 !     0     0 -  udfa06 -Ref ?? (assumed 1/2 for A-C3H4)
sep13 heh+    electr  he      h                      3.00E-08 -0.47      .00   4 !     0     0 -  1994GUB
  -                   -
  -                   - photoprocesses (ISRF of Mathis et al 1983)
  -                   -
jan11 ch      photon  c       h                      6.60E-10   .00     1.15   5 !     0     0 -  1988VAN
jan11 ch2     photon  ch      h                      4.90E-10   .00     1.67   5 !     0     0 -  1988VAN
jan11 ch3     photon  ch2     h                      3.20E-10   .00     1.88   5 !     0     0 -  1998VAN
jan11 ch3     photon  ch      h2                     3.20E-10   .00     1.88   5 !     0     0 -  (ch3 + photon = ch2 + h) as given by 2006VAN
jan11 ch4     photon  ch3     h                      1.70E-10   .00     2.15   5 !     0     0 -  (ch4 + photon = ch2 + h2) branching ratio from udfa06
jan11 ch4     photon  ch2     h2                     8.10E-10   .00     2.15   5 !     0     0 -  1988VAN
jan11 ch4     photon  ch      h2      h              1.70E-10   .00     2.15   5 !     0     0 -  (ch4 + photon = ch2 + h2) branching ratio from udfa06
jan11 c2      photon  c       c                      1.70E-10   .00     2.09   5 !     0     0 -  1988VAN
jan11 c2h     photon  c2      h                      3.40E-10   .00     1.89   5 !     0     0 -  1988VAN
jan11 c2h2    photon  c2h     h                      2.10E-09   .00     1.84   5 !     0     0 -  1988VAN
jan11 c2h3    photon  c2h2    h                      7.00E-10   .00     1.70   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 c2h4    photon  c2h2    h2                     2.00E-09   .00     1.67   5 !     0     0 -  1988VAN
jan11 c3      photon  c2      c                      2.50E-09   .00     1.80   5 !     0     0 -  1988VAN
jan11 c-c3h   photon  c3      h                      7.70E-10   .00     1.70   5 !     0     0 -  2008VAN (alpha*0.7), gamma from HERBST OSU (1986HEB)
jan11 c3h     photon  c3      h                      1.26E-09   .00     1.70   5 !     0     0 -  2008VAN (alpha*0.7), gamma from HERBST OSU (1986HEB)
jan11 c-c3h2  photon  c-c3h   h                      6.00E-10   .00     1.79   5 !     0     0 -  1988VAN branching ratio 1/2
jan11 c-c3h2  photon  c3      h2                     6.00E-10   .00     1.79   5 !     0     0 -  (c3h2 + photon = c3h + h) as given by 2008VAN
jan11 h2c3    photon  c3h     h                      1.80E-09   .00     2.07   5 !     0     0 -  2008VAN (alpha*0.7), beta from 2006VAN
jan11 h2c3    photon  c3      h2                     1.80E-09   .00     2.07   5 !     0     0 -  2008VAN (alpha*0.7), beta from 2006VAN
jan11 c4      photon  c3      c                      3.00E-09   .00     2.30   5 !     0     0 -  2008VAN (alpha*0.7), gamma from udfa06
jan11 c4      photon  c2      c2                     3.00E-09   .00     2.30   5 !     0     0 -  2008VAN (alpha*0.7), gamma from udfa06
jan11 c4h     photon  c4      h                      1.30E-09   .00     1.70   5 !     0     0 -  2008VAN (alpha*0.7), gamma from udfa06
jan11 c4h     photon  c2h     c2                     1.30E-09   .00     1.70   5 !     0     0 -  2008VAN (alpha*0.7), gamma from udfa06
jan11 c4h2    photon  c4h     h                      1.33E-09   .00     1.60   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 c4h2    photon  c2h     c2h                    1.33E-09   .00     1.60   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 o2      photon  o       o                      5.30E-10   .00     1.76   5 !     0     0 -  1988VAN
jan11 oh      photon  o       h                      2.90E-10   .00     1.72   5 !     0     0 -  1988VAN
jan11 h2o     photon  oh      h                      5.50E-10   .00     1.70   5 !     0     0 -  1988VAN
jun16 ho2     photon  o2      h                      3.35E-10   .00     2.10   5 !     UMIST
jun16 ho2     photon  oh      o                      3.35E-10   .00     2.10   5 !     UMIST
jun16 h2o2    photon  oh      oh                     9.50E-10   .00     2.30   5 !     UMIST
jan11 co2     photon  co      o                      6.50E-10   .00     2.50   5 !     0     0 -  1988VAN
jan11 hco     photon  co      h                      1.00E-09   .00      .80   5 !     0     0 -  1988VAN
jan11 h2co    photon  co      h2                     3.35E-10   .00     1.74   5 !     0     0 -  1988VAN
jan11 h2co    photon  co      h       h              3.35E-10   .00     1.74   5 !     0     0 -  1988VAN
jan11 h3co    photon  ch2     oh                     4.70E-10   .00     1.76   5 !     0     0 -  (ch3oh + photon = ch3 + oh)
jan11 ch3oh   photon  h2co    h2                     4.70E-10   .00     1.76   5 !     0     0 -  1988VAN branching ratio 1/2
jan11 ch3oh   photon  ch3     oh                     4.70E-10   .00     1.76   5 !     0     0 -  (ch3oh + photon = h2co + h2) as given by 2006VAN
jan11 n2      photon  n       n                      2.10E-10   .00     3.82   5 !     0     0 -  1988VAN
jan11 nh      photon  n       h                      3.30E-10   .00     1.97   5 !     0     0 -  1988VAN
jan11 nh2     photon  nh      h                      5.00E-10   .00     1.63   5 !     0     0 -  1988VAN
jan11 nh3     photon  nh2     h                      7.80E-10   .00     1.79   5 !     0     0 -  1988VAN
jan11 nh3     photon  nh      h2                     3.30E-10   .00     1.79   5 !     0     0 -  1988VAN
jan11 cn      photon  n       c                      2.50E-10   .00     3.07   5 !     0     0 -  1988VAN
jan11 hcn     photon  cn      h                      1.10E-09   .00     2.08   5 !     0     0 -  1988VAN
jan11 hnc     photon  cn      h                      1.05E-09   .00     2.10   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 no      photon  o       n                      3.30E-10   .00     1.71   5 !     0     0 -  1988VAN
jan11 hno     photon  no      h                      1.20E-10   .00      .53   5 !     0     0 -  HERBST OSU (1986HEB) (alpha*0.7)
jan11 sh      photon  s       h                      6.50E-10   .00     1.42   5 !     0     0 -  1998VAN
jan11 h2s     photon  sh      h                      1.00E-09   .00     1.87   5 !     0     0 -  1998VAN branching ratio 1/2
jan11 h2s     photon  s       h2                     1.00E-09   .00     1.87   5 !     0     0 -  (h2s + photon = sh + h) as given by 2006VAN
jan11 so      photon  s       o                      2.40E-09   .00     1.95   5 !     0     0 -  1998VAN
jan11 so2     photon  so      o                      1.20E-09   .00     1.88   5 !     0     0 -  1988VAN
jan11 cs      photon  c       s                      6.30E-10   .00     2.03   5 !     0     0 -  1998VAN
jan11 h2cs    photon  cs      h2                     7.00E-10   .00     1.70   5 !     0     0 -  HERBST OSU (1986HER) (alpha*0.7)
jan11 c2s     photon  s       c2                     1.00E-10   .00     2.00   5 !    10 41000 -  udfa06
jan11 ocs     photon  co      s                      2.40E-09   .00     1.69   5 !     0     0 -  1998VAN
jan11 c3h3    photon  c3h     h2                     7.00E-10   .00     1.70   5 !    10 41000 -  udfa06 (alpha*0.7)
jan11 c3h3    photon  h2c3    h                      7.00E-10   .00     1.70   5 !     0     0 -  HERBST OSU (1986HEB) (alpha*0.7)
jan11 a-c3h4  photon  c3h3    h                      1.30E-09   .00     1.70   5 !     0     0 -  HERBST OSU (1986HEB) (alpha*0.7)
jan11 a-c3h4  photon  h2c3    h2                     1.60E-10   .00     1.70   5 !     0     0 -  HERBST OSU (1986HEB) (alpha*0.7)
jan11 p-c3h4  photon  c3h3    h                      1.30E-09   .00     1.70   5 !     0     0 -  assumed equal to C3H4 (alpha*0.7)
jan11 p-c3h4  photon  h2c3    h2                     1.60E-10   .00     1.70   5 !     0     0 -  assumed equal to C3H4 (alpha*0.7)
jan11 h2+     photon  h+      h                      3.80E-10   .00     1.85   5 !     0     0 -  1988VAN
jan11 h3+     photon  h2+     h                      3.50E-15   .00     2.30   5 !     0     0 -  udfa06 (alpha*0.7) (<1E-12 according to 1988VAN)
jan11 h3+     photon  h+      h2                     3.50E-15   .00     1.80   5 !     0     0 -  udfa06 (alpha*0.7) (<1E-12 according to 1988VAN)
jan11 ch+     photon  c       h+                     2.50E-10   .00     2.50   5 !     0     0 -  1988VAN
jan11 ch2+    photon  ch+     h                      3.27E-11   .00     2.21   5 !     0     0 -  2006VAN (alpha*0.7)
jan11 ch2+    photon  ch      h+                     3.27E-11   .00     2.21   5 !     0     0 -  2006VAN (alpha*0.7)
jan11 ch2+    photon  c+      h2                     3.27E-11   .00     2.21   5 !     0     0 -  2006VAN (alpha*0.7)
jan11 ch3+    photon  ch2+    h                      7.00E-10   .00     1.70   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 ch3+    photon  ch+     h2                     7.00E-10   .00     1.70   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 ch4+    photon  ch2+    h2                     1.60E-10   .00     2.71   5 !     0     0 -  2006VAN (alpha*0.7), branching ratio from udfa06
jan11 ch4+    photon  ch3+    h                      3.70E-11   .00     2.71   5 !     0     0 -  2006VAN (alpha*0.7), branching ratio from udfa06
jan11 ch5+    photon  ch4+    h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c2+     photon  c+      c                      7.00E-12   .00     1.70   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 c2h+    photon  c2+     h                      7.00E-12   .00     2.00   5 !     0     0 -  udfa06 (alpha*0.7)
jan11 c2h2+   photon  c2h+    h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c2h3+   photon  c2h2+   h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c2h4+   photon  c2h3+   h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c2h5+   photon  c2h4+   h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c3+     photon  c2      c+                     7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c3h+    photon  c3+     h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c3h2+   photon  c3+     h2                     7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c4+     photon  c3+     c                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c4h+    photon  c4+     h                      7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c4h2+   photon  c4+     h2                     7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 c4h3+   photon  c4+     h2      h              7.00E-10   .00     1.70   5 !     0     0 -  assumed
jan11 o2+     photon  o+      o                      2.45E-11   .00     2.02   5 !     0     0 -  2006VAN (alpha*0.7)
jan11 oh+     photon  o+      h                      8.50E-12   .00     2.80   5 !     0     0 -  1988VAN
jan11 h2o+    photon  oh+     h                      7.00E-13   .00     2.00   5 !     0     0 -  udfa06 Ref VD06 (alpha*0.7)
